FIPS,COUNTY,STATE,Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,Two or more races,Housing units,Occupied Housing Units,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner-occupied housing units: Median value,Specified owner-occupied housing units: Median value,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Asian or Pacific Islander,Tract_numeric,In city of Detroit?
26163557500,Wayne,Michigan,4139,3990,21,3,86,0,13,26,1429,1419,1405,14,99.01,0.99,193100,193000,1375,3,1,0,5,18,5575.0,No
26163557600,Wayne,Michigan,3506,3348,16,6,90,4,16,26,1181,1173,1164,9,99.23,0.77,226100,226100,1120,4,2,1,8,26,5576.0,No
26163557700,Wayne,Michigan,4784,4698,4,2,52,0,2,26,1805,1791,1753,38,97.88,2.12,167100,167300,1731,0,1,0,3,17,5577.0,No
26163557900,Wayne,Michigan,5505,5306,56,11,57,0,21,54,1896,1884,1718,166,91.19,8.81,174700,174500,1684,6,2,0,8,14,5579.0,No
26163558000,Wayne,Michigan,4552,4382,9,19,71,0,9,62,1733,1710,1630,80,95.32,4.68,161000,163400,1590,2,2,0,17,16,5580.0,No
26163558100,Wayne,Michigan,3746,3646,15,5,54,2,8,16,1443,1417,1286,131,90.76,9.24,158400,158800,1259,6,2,0,3,14,5581.0,No
26163558200,Wayne,Michigan,4472,4262,55,10,84,0,18,43,1760,1733,1485,248,85.69,14.31,142600,142800,1427,11,4,0,15,24,5582.0,No
26163558300,Wayne,Michigan,1989,1888,22,17,16,0,15,31,758,745,517,228,69.4,30.6,115600,114900,501,1,4,0,4,3,5583.0,No
26163558400,Wayne,Michigan,3718,3548,40,5,78,0,6,41,1598,1560,1242,318,79.62,20.38,160700,162000,1217,6,1,0,3,14,5584.0,No
26163558500,Wayne,Michigan,4157,4002,46,2,58,0,6,43,1646,1624,1505,119,92.67,7.33,149900,151300,1472,8,0,0,7,16,5585.0,No
26163558600,Wayne,Michigan,2122,2010,20,5,53,0,2,32,837,809,693,116,85.66,14.34,164000,164000,665,4,2,0,5,16,5586.0,No
26163558700,Wayne,Michigan,2911,2818,3,2,33,0,17,38,1133,1120,1022,98,91.25,8.75,152900,153200,1003,1,1,0,6,8,5587.0,No
26163558800,Wayne,Michigan,2926,2847,11,9,28,0,12,19,1165,1153,1116,37,96.79,3.21,140200,140300,1096,4,1,0,4,8,5588.0,No
26163558900,Wayne,Michigan,1985,1917,10,7,26,0,3,22,801,792,749,43,94.57,5.43,134200,134600,723,2,5,0,6,13,5589.0,No
26163559000,Wayne,Michigan,2833,2735,16,10,16,1,7,48,1119,1108,1043,65,94.13,5.87,132400,132300,1009,4,6,0,15,6,5590.0,No
26163559100,Wayne,Michigan,2771,2667,28,9,20,0,6,41,1089,1073,1008,65,93.94,6.06,126400,127400,982,6,3,0,8,7,5591.0,No
26163559200,Wayne,Michigan,2179,2104,10,9,31,0,12,13,855,845,799,46,94.56,5.44,133200,133200,783,2,2,0,4,7,5592.0,No
26163560100,Wayne,Michigan,3107,2999,11,6,39,1,26,25,1477,1417,870,547,61.4,38.6,265300,263700,857,1,2,0,1,8,5601.0,No
26163560200,Wayne,Michigan,5360,4815,115,5,338,0,24,63,2822,2637,1349,1288,51.16,48.84,146200,164900,1301,11,1,0,6,29,5602.0,No
26163560300,Wayne,Michigan,4030,3347,315,15,280,1,22,50,1516,1449,1031,418,71.15,28.85,290800,307000,959,6,2,0,6,57,5603.0,No
26163560400,Wayne,Michigan,6323,6073,36,5,145,0,11,53,2514,2464,2063,401,83.73,16.27,272800,272900,2012,8,1,0,12,30,5604.0,No
26163560700,Wayne,Michigan,4419,4172,22,8,141,5,16,55,1627,1568,1532,36,97.7,2.3,383900,381700,1471,7,5,1,11,34,5607.0,No
26163560900,Wayne,Michigan,904,380,435,25,1,1,19,43,1,1,0,1,0,100,0,0,0,0,0,0,0,0,5609.0,No
26163561600,Wayne,Michigan,4059,3919,15,12,47,0,9,57,1932,1891,1258,633,66.53,33.47,170600,172200,1234,1,3,0,11,8,5616.0,No
26163561700,Wayne,Michigan,2924,2218,560,19,22,2,28,75,896,852,818,34,96.01,3.99,39700,273700,797,4,3,0,5,6,5617.0,No
26163561900,Wayne,Michigan,5978,5421,106,4,346,0,27,74,2038,1969,1943,26,98.68,1.32,365200,367000,1793,32,2,0,16,93,5619.0,No
26163562300,Wayne,Michigan,2006,1886,24,3,66,0,6,21,863,835,664,171,79.52,20.48,306600,311100,639,6,1,0,1,16,5623.0,No
26163562400,Wayne,Michigan,5682,5434,47,15,126,0,13,47,2067,2033,1889,144,92.92,7.08,260600,261000,1831,15,2,0,8,31,5624.0,No
26163562500,Wayne,Michigan,2141,2051,19,9,21,0,15,26,1128,1067,518,549,48.55,51.45,130300,134100,508,1,0,0,2,5,5625.0,No
26163562600,Wayne,Michigan,3343,3222,20,6,31,5,10,49,1591,1546,1084,462,70.12,29.88,191200,192300,1060,3,2,0,11,7,5626.0,No
26163562700,Wayne,Michigan,3538,3426,12,17,43,1,2,37,1779,1709,1229,480,71.91,28.09,176100,180500,1204,0,5,0,9,11,5627.0,No
26163562800,Wayne,Michigan,3642,3467,36,11,73,2,16,37,1600,1558,1128,430,72.4,27.6,165200,167500,1101,1,1,0,8,12,5628.0,No
26163562900,Wayne,Michigan,3507,3335,34,12,79,0,11,36,1647,1619,1273,346,78.63,21.37,144800,149100,1254,3,5,0,7,2,5629.0,No
26163563200,Wayne,Michigan,3493,2691,356,17,329,1,28,71,1416,1357,532,825,39.2,60.8,149500,148800,510,6,0,0,2,13,5632.0,No
26163563300,Wayne,Michigan,3048,2570,180,10,188,1,24,75,1380,1323,585,738,44.22,55.78,184400,184400,553,9,2,0,5,16,5633.0,No
26163563400,Wayne,Michigan,5284,4783,138,14,241,1,42,65,1806,1782,1479,303,83,17,192200,191800,1381,24,1,1,10,56,5634.0,No
26163563500,Wayne,Michigan,6636,5661,183,13,665,0,17,97,1972,1959,1927,32,98.37,1.63,236200,237600,1683,50,4,0,9,181,5635.0,No
26163563600,Wayne,Michigan,2232,1950,31,4,205,0,8,34,758,751,721,30,96.01,3.99,182900,185000,645,13,1,0,6,55,5636.0,No
26163563700,Wayne,Michigan,1767,1470,85,0,143,4,8,57,633,616,479,137,77.76,22.24,174900,174900,438,8,0,1,4,25,5637.0,No
26163563800,Wayne,Michigan,3077,2747,97,5,155,2,19,52,1131,1116,853,263,76.43,23.57,168200,168900,793,15,0,0,6,36,5638.0,No
26163563900,Wayne,Michigan,2545,2064,88,5,322,0,18,48,966,945,725,220,76.72,23.28,187900,188800,617,26,2,0,7,73,5639.0,No
26163564000,Wayne,Michigan,1728,1410,91,11,133,0,42,41,1164,1080,474,606,43.89,56.11,15800,138100,467,1,0,0,3,2,5640.0,No
26163564100,Wayne,Michigan,3701,2953,138,10,485,4,29,82,1577,1509,846,663,56.06,43.94,166100,168800,778,23,3,0,5,33,5641.0,No
26163564200,Wayne,Michigan,4033,3559,120,9,241,2,15,87,1591,1534,1103,431,71.9,28.1,169000,168500,999,27,2,1,13,60,5642.0,No
26163564300,Wayne,Michigan,2547,2178,116,11,194,0,15,33,942,930,907,23,97.53,2.47,177600,180500,807,33,3,0,7,56,5643.0,No
26163564400,Wayne,Michigan,4862,4108,163,2,509,0,15,65,1475,1435,1408,27,98.12,1.88,339200,338500,1204,47,1,0,16,135,5644.0,No
26163564500,Wayne,Michigan,9952,7925,712,41,1014,0,55,205,3770,3567,3366,201,94.37,5.63,243900,288400,2794,225,12,0,45,276,5645.0,No
26163564600,Wayne,Michigan,6126,5164,222,3,602,0,39,96,1960,1942,1810,132,93.2,6.8,195600,196100,1566,66,3,0,20,145,5646.0,No
26163564700,Wayne,Michigan,4606,3511,257,17,608,1,38,174,1685,1638,1029,609,62.82,37.18,188900,193800,862,29,2,0,14,120,5647.0,No
26163564800,Wayne,Michigan,4466,3861,227,26,253,1,30,68,1667,1630,1574,56,96.56,3.44,180900,182000,1402,76,4,0,9,75,5648.0,No
26163564900,Wayne,Michigan,1923,1734,85,13,21,0,27,43,843,784,695,89,88.65,11.35,19800,121300,643,24,4,0,15,5,5649.0,No
26163565000,Wayne,Michigan,4340,3706,177,13,356,0,20,68,1694,1592,1224,368,76.88,23.12,175200,184300,1081,45,3,0,14,78,5650.0,No
26163565100,Wayne,Michigan,2451,2142,177,8,36,3,15,70,1150,1117,629,488,56.31,43.69,105100,120000,591,20,3,0,8,6,5651.0,No
26163565200,Wayne,Michigan,5350,4105,532,6,577,1,34,95,2611,2532,956,1576,37.76,62.24,176100,181600,864,35,1,0,14,39,5652.0,No
26163565300,Wayne,Michigan,5071,3885,735,24,252,2,51,122,2850,2704,593,2111,21.93,78.07,76100,169500,558,9,1,0,5,18,5653.0,No
26163565400,Wayne,Michigan,5220,3995,528,20,456,6,52,163,3065,2818,778,2040,27.61,72.39,112000,110700,743,14,2,1,9,7,5654.0,No
26163565500,Wayne,Michigan,981,909,26,4,17,0,12,13,490,479,458,21,95.62,4.38,134300,134100,431,12,2,0,3,6,5655.0,No
26163565600,Wayne,Michigan,2595,2443,66,8,35,0,8,35,835,827,804,23,97.22,2.78,133700,133600,766,17,3,0,5,11,5656.0,No
26163565700,Wayne,Michigan,3468,3042,196,11,126,1,20,72,1260,1248,1170,78,93.75,6.25,140100,140600,1027,78,7,1,14,39,5657.0,No
26163565800,Wayne,Michigan,4255,4008,114,15,48,0,9,61,1808,1734,1223,511,70.53,29.47,107200,107000,1182,7,6,0,12,12,5658.0,No
26163565900,Wayne,Michigan,2696,2439,115,9,54,3,20,56,1102,1079,841,238,77.94,22.06,111000,110800,795,16,3,0,12,10,5659.0,No
26163566400,Wayne,Michigan,1280,951,253,4,18,1,17,36,628,582,167,415,28.69,71.31,133900,136500,157,2,0,0,4,3,5664.0,No
26163566500,Wayne,Michigan,2495,2107,195,15,97,4,4,73,1281,1207,450,757,37.28,62.72,105200,105600,438,4,1,1,4,1,5665.0,No
26163566600,Wayne,Michigan,2240,1777,384,12,27,0,15,25,865,851,660,191,77.56,22.44,152500,149500,558,92,1,0,3,4,5666.0,No
26163566700,Wayne,Michigan,4204,3942,105,24,23,0,12,98,1579,1533,1287,246,83.95,16.05,92100,92600,1235,12,10,0,21,5,5667.0,No
26163566800,Wayne,Michigan,3202,2854,250,31,15,0,13,39,1219,1192,908,284,76.17,23.83,89300,89400,873,12,8,0,5,5,5668.0,No
26163566900,Wayne,Michigan,5630,4441,964,31,95,3,21,75,2079,2008,1330,678,66.24,33.76,84700,84800,1233,72,6,0,13,5,5669.0,No
26163567000,Wayne,Michigan,3557,2107,1315,19,9,1,14,92,1482,1390,1258,132,90.5,9.5,40200,70500,779,451,7,0,15,2,5670.0,No
26163567100,Wayne,Michigan,4032,3661,97,35,69,0,45,125,1864,1791,1146,645,63.99,36.01,92900,108000,1108,4,5,0,16,7,5671.0,No
26163567200,Wayne,Michigan,6893,6286,341,27,133,3,27,76,2839,2771,2053,718,74.09,25.91,126300,126900,2016,9,4,0,11,11,5672.0,No
26163567300,Wayne,Michigan,4779,4354,124,7,133,0,38,123,1987,1952,1521,431,77.92,22.08,130000,130500,1481,7,2,0,18,9,5673.0,No
26163567400,Wayne,Michigan,3016,2896,34,7,38,1,9,31,1443,1419,957,462,67.44,32.56,132600,134200,928,7,1,0,8,10,5674.0,No
26163567800,Wayne,Michigan,5143,4596,242,36,124,1,44,100,2386,2271,1303,968,57.38,42.62,130300,130700,1250,12,7,0,10,21,5678.0,No
26163567900,Wayne,Michigan,3127,2948,52,28,31,0,17,51,1290,1258,1132,126,89.98,10.02,107000,109800,1079,16,7,0,15,10,5679.0,No
26163568000,Wayne,Michigan,2309,2099,121,8,35,0,11,35,1101,1077,571,506,53.02,46.98,141000,141200,530,22,3,0,7,7,5680.0,No
26163568200,Wayne,Michigan,4159,3874,123,12,46,0,36,68,1563,1541,1431,110,92.86,7.14,115300,116000,1353,40,3,0,15,13,5682.0,No
26163568300,Wayne,Michigan,4319,3974,187,18,31,2,19,88,1994,1802,1053,749,58.44,41.56,102500,102400,1025,14,1,0,10,2,5683.0,No
26163568400,Wayne,Michigan,3906,3709,47,20,51,1,26,52,1488,1429,1338,91,93.63,6.37,110700,111200,1294,14,4,0,10,11,5684.0,No
26163568500,Wayne,Michigan,5546,5045,210,65,40,0,51,135,2123,1970,595,1375,30.2,69.8,54900,54900,572,2,6,0,8,5,5685.0,No
26163568700,Wayne,Michigan,3729,3010,485,9,96,3,24,102,1346,1324,1091,233,82.4,17.6,101500,101600,967,82,2,1,19,16,5687.0,No
26163569100,Wayne,Michigan,2659,2596,2,9,12,0,10,30,1017,1004,945,59,94.12,5.88,112100,112100,929,1,3,0,4,4,5691.0,No
26163569200,Wayne,Michigan,3037,2935,36,14,23,0,8,21,1313,1279,956,323,74.75,25.25,102700,102500,936,3,4,0,6,4,5692.0,No
26163569300,Wayne,Michigan,4050,3873,59,18,29,0,14,57,1681,1642,1331,311,81.06,18.94,114300,114600,1302,6,4,0,8,7,5693.0,No
26163569400,Wayne,Michigan,3183,3027,50,10,41,1,3,51,1357,1324,941,383,71.07,28.93,118600,118200,915,6,2,0,10,7,5694.0,No
26163569500,Wayne,Michigan,3113,3022,21,8,8,0,9,45,1109,1090,1039,51,95.32,4.68,108100,108400,1017,4,2,0,12,1,5695.0,No
26163569600,Wayne,Michigan,3897,3755,37,23,26,0,19,37,1431,1414,1349,65,95.4,4.6,110200,110200,1315,8,10,0,6,5,5696.0,No
26163569700,Wayne,Michigan,4684,4513,54,23,38,0,5,51,1778,1729,1577,152,91.21,8.79,114100,114200,1537,13,5,0,8,11,5697.0,No
26163569800,Wayne,Michigan,2680,2543,37,11,24,1,18,46,1044,1019,856,163,84,16,103400,102900,831,3,4,1,9,6,5698.0,No
26163569900,Wayne,Michigan,2744,2640,36,4,14,0,5,45,989,978,904,74,92.43,7.57,109800,109900,880,7,3,0,10,4,5699.0,No
26163570100,Wayne,Michigan,4456,1903,1456,12,915,0,20,150,2024,1941,715,1226,36.84,63.16,78400,78400,475,215,0,0,12,9,5701.0,No
26163570200,Wayne,Michigan,3078,1872,1050,26,4,0,51,75,1151,1122,969,153,86.36,13.64,74600,74600,660,273,6,0,13,1,5702.0,No
26163570400,Wayne,Michigan,5942,2025,3573,36,37,0,67,204,2416,2270,1362,908,60,40,67800,68400,606,699,5,0,37,8,5704.0,No
26163570500,Wayne,Michigan,4227,1200,2817,13,48,0,38,111,1755,1623,927,696,57.12,42.88,71900,72700,274,634,3,0,11,1,5705.0,No
26163570600,Wayne,Michigan,2656,60,2524,6,8,0,8,50,908,846,351,495,41.49,58.51,67200,67200,3,346,0,0,1,0,5706.0,No
26163570800,Wayne,Michigan,3879,95,3635,23,8,3,19,96,1536,1302,756,546,58.06,41.94,56300,57100,12,726,1,0,14,2,5708.0,No
26163570900,Wayne,Michigan,3111,126,2900,3,6,0,9,67,1168,1091,835,256,76.54,23.46,53000,53700,14,807,1,0,10,2,5709.0,No
26163571000,Wayne,Michigan,2766,290,2375,5,5,0,12,79,1055,974,560,414,57.49,42.51,50000,49300,77,471,3,0,8,0,5710.0,No
26163571500,Wayne,Michigan,4184,3520,214,7,137,0,27,279,1744,1688,1397,291,82.76,17.24,137900,141700,1281,9,1,0,72,26,5715.0,No
26163571600,Wayne,Michigan,1624,1500,28,5,21,0,11,59,766,748,525,223,70.19,29.81,147200,149700,501,0,2,0,15,5,5716.0,No
26163571700,Wayne,Michigan,2324,1905,238,4,48,0,26,103,953,931,761,170,81.74,18.26,108600,107700,683,41,3,0,20,9,5717.0,No
26163571800,Wayne,Michigan,3092,2932,23,9,24,0,43,61,1290,1260,1169,91,92.78,7.22,118100,118500,1129,3,4,0,14,8,5718.0,No
26163571900,Wayne,Michigan,3022,2745,131,4,59,1,15,67,1414,1377,992,385,72.04,27.96,134600,135500,961,1,3,0,17,8,5719.0,No
26163572000,Wayne,Michigan,1839,1737,1,7,26,0,9,59,774,762,733,29,96.19,3.81,121300,120100,710,1,3,0,9,7,5720.0,No
26163572100,Wayne,Michigan,6084,5749,23,24,115,0,43,130,2486,2418,2208,210,91.32,8.68,109500,109000,2120,5,4,0,35,30,5721.0,No
26163572200,Wayne,Michigan,6218,5821,91,15,116,0,40,135,2712,2633,2297,336,87.24,12.76,130900,132500,2233,3,5,0,30,20,5722.0,No
26163572400,Wayne,Michigan,1418,1298,41,8,27,0,11,33,580,560,497,63,88.75,11.25,103300,105600,465,11,2,0,8,8,5724.0,No
26163572500,Wayne,Michigan,1981,1758,135,15,7,0,27,39,697,672,574,98,85.42,14.58,73100,73300,539,9,6,0,11,2,5725.0,No
26163572600,Wayne,Michigan,5486,5126,47,23,87,1,76,126,2327,2262,1968,294,87,13,82500,82700,1873,12,11,0,30,22,5726.0,No
26163572700,Wayne,Michigan,4947,4741,16,44,47,1,25,73,2011,1950,1763,187,90.41,9.59,101600,101900,1715,2,10,0,18,11,5727.0,No
26163572800,Wayne,Michigan,6062,5794,27,31,58,0,56,96,2420,2366,2108,258,89.1,10.9,87700,88200,2032,4,11,0,29,14,5728.0,No
26163572900,Wayne,Michigan,2770,2645,6,9,35,0,20,55,1094,1066,936,130,87.8,12.2,85600,85200,902,1,5,0,15,7,5729.0,No
26163573000,Wayne,Michigan,2920,2683,13,5,78,0,21,120,944,928,902,26,97.2,2.8,216300,216600,847,3,1,0,27,20,5730.0,No
26163573100,Wayne,Michigan,4293,3441,202,6,421,1,20,202,1701,1655,1053,602,63.63,36.37,207200,206300,992,3,1,0,35,19,5731.0,No
26163573300,Wayne,Michigan,3705,2987,19,10,55,1,43,590,1235,1182,820,362,69.37,30.63,114500,113700,699,3,3,0,101,7,5733.0,No
26163573400,Wayne,Michigan,4531,3881,64,6,53,0,46,481,2085,1970,1206,764,61.22,38.78,127900,119900,1088,9,2,0,90,9,5734.0,No
26163573500,Wayne,Michigan,5214,3714,69,9,136,2,21,1263,1390,1279,477,802,37.29,62.71,98500,95100,387,0,2,0,80,7,5735.0,No
26163573600,Wayne,Michigan,6975,5196,99,15,70,1,66,1528,2337,2184,1180,1004,54.03,45.97,123100,119800,978,5,1,0,183,6,5736.0,No
26163573700,Wayne,Michigan,8403,6586,81,7,106,1,49,1573,2556,2431,1651,780,67.91,32.09,134900,136100,1405,8,1,0,214,15,5737.0,No
26163573800,Wayne,Michigan,5560,4512,89,7,26,0,21,905,1703,1594,1104,490,69.26,30.74,111300,109800,976,5,0,0,115,2,5738.0,No
26163573900,Wayne,Michigan,5011,4060,32,15,101,1,30,772,1616,1534,1091,443,71.12,28.88,122600,122600,941,5,3,1,122,14,5739.0,No
26163574000,Wayne,Michigan,5617,4368,60,21,75,1,70,1022,2079,1941,1052,889,54.2,45.8,124300,120400,888,2,2,0,141,10,5740.0,No
26163574100,Wayne,Michigan,3307,3006,38,16,28,1,36,182,1341,1273,742,531,58.29,41.71,117700,116000,701,3,2,0,26,4,5741.0,No
26163574200,Wayne,Michigan,2523,2128,153,4,159,1,22,56,1652,1457,597,860,40.97,59.03,177400,183500,576,5,1,0,5,8,5742.0,No
26163574300,Wayne,Michigan,2512,2049,116,14,72,0,41,220,1365,1031,651,380,63.14,36.86,112200,110200,586,9,3,0,42,2,5743.0,No
26163574400,Wayne,Michigan,805,687,48,1,37,0,10,22,616,491,157,334,31.98,68.02,282400,283200,144,6,0,0,1,6,5744.0,No
26163574500,Wayne,Michigan,3157,3040,5,8,26,0,17,61,1253,1201,1149,52,95.67,4.33,224800,225000,1115,0,1,0,18,9,5745.0,No
26163574600,Wayne,Michigan,4901,4771,18,11,34,0,27,40,2035,1991,1918,73,96.33,3.67,156800,157100,1891,2,3,0,6,7,5746.0,No
26163574700,Wayne,Michigan,4388,4215,23,7,49,1,37,56,1793,1763,1701,62,96.48,3.52,140100,140300,1661,3,2,1,9,15,5747.0,No
26163574800,Wayne,Michigan,4389,4259,9,8,47,0,8,58,1634,1604,1583,21,98.69,1.31,216700,217400,1557,2,2,0,9,10,5748.0,No
26163574900,Wayne,Michigan,1831,1663,86,6,41,0,8,27,1117,1033,695,338,67.28,32.72,130500,179800,674,0,3,0,4,14,5749.0,No
26163575000,Wayne,Michigan,4626,4454,10,17,48,1,27,69,2260,2173,1446,727,66.54,33.46,144200,145000,1407,0,4,0,16,12,5750.0,No
26163575100,Wayne,Michigan,2819,2710,9,17,43,0,19,21,1266,1228,990,238,80.62,19.38,112100,111900,974,0,4,0,1,8,5751.0,No
26163575200,Wayne,Michigan,4511,4172,142,26,76,0,34,61,1954,1904,1615,289,84.82,15.18,100200,100300,1571,2,8,0,12,12,5752.0,No
26163575300,Wayne,Michigan,3788,3697,5,15,17,0,20,34,1587,1546,1450,96,93.79,6.21,115300,115100,1427,1,3,0,7,8,5753.0,No
26163575400,Wayne,Michigan,3416,3287,7,7,45,1,29,40,1494,1462,1363,99,93.23,6.77,113200,113000,1331,0,3,0,9,11,5754.0,No
26163575500,Wayne,Michigan,4134,3937,46,9,59,1,25,57,1884,1784,1681,103,94.23,5.77,126200,125900,1621,25,1,0,14,14,5755.0,No
26163575600,Wayne,Michigan,1652,1552,20,2,38,1,4,35,729,714,677,37,94.82,5.18,130800,130300,660,3,0,0,6,6,5756.0,No
26163576000,Wayne,Michigan,1934,1705,90,12,43,1,39,44,843,824,629,195,76.33,23.67,116500,116500,583,15,1,0,8,13,5760.0,No
26163576100,Wayne,Michigan,6271,5955,29,22,60,3,76,126,2672,2592,2312,280,89.2,10.8,99100,99000,2233,10,8,1,23,17,5761.0,No
26163576200,Wayne,Michigan,2737,2660,3,11,12,0,32,19,1140,1105,998,107,90.32,9.68,119100,117500,979,0,5,0,6,2,5762.0,No
26163576300,Wayne,Michigan,2460,2349,6,13,13,0,55,24,977,959,882,77,91.97,8.03,115500,115000,854,1,4,0,4,5,5763.0,No
26163576400,Wayne,Michigan,3967,3858,39,6,24,1,16,23,1546,1517,1340,177,88.33,11.67,122100,122300,1320,1,1,0,6,7,5764.0,No
26163576500,Wayne,Michigan,4055,3944,10,14,16,1,39,31,1667,1631,1500,131,91.97,8.03,127700,128300,1471,1,5,0,6,5,5765.0,No
26163576600,Wayne,Michigan,4376,4224,6,11,25,0,44,66,1847,1817,1601,216,88.11,11.89,124700,124000,1568,0,1,0,13,8,5766.0,No
26163576700,Wayne,Michigan,3576,3388,31,17,45,1,53,41,1562,1529,1264,265,82.67,17.33,147300,147800,1235,2,3,0,7,6,5767.0,No
26163577000,Wayne,Michigan,4242,3438,484,33,38,0,125,124,1960,1846,1028,818,55.69,44.31,73500,73000,944,23,7,0,20,6,5770.0,No
26163577100,Wayne,Michigan,3158,2852,76,37,27,1,87,78,1319,1225,801,424,65.39,34.61,69000,68500,747,11,9,1,16,2,5771.0,No
26163577200,Wayne,Michigan,3614,3307,55,26,36,0,107,83,1414,1351,1114,237,82.46,17.54,70700,70700,1046,11,4,0,19,5,5772.0,No
26163577300,Wayne,Michigan,3400,3211,37,13,10,0,63,66,1447,1408,1088,320,77.27,22.73,83100,82800,1045,5,3,0,17,2,5773.0,No
26163577400,Wayne,Michigan,3743,3579,21,8,18,0,58,59,1576,1517,1331,186,87.74,12.26,85300,87500,1294,5,3,0,11,3,5774.0,No
26163577500,Wayne,Michigan,3536,3379,21,21,12,0,61,42,1477,1430,1223,207,85.52,14.48,85900,86100,1190,3,4,0,8,4,5775.0,No
26163577600,Wayne,Michigan,4024,3871,18,21,18,0,30,66,1563,1531,1409,122,92.03,7.97,84100,84200,1383,3,5,0,9,2,5776.0,No
26163577700,Wayne,Michigan,2406,2326,5,9,19,0,18,29,970,954,889,65,93.19,6.81,108200,108200,865,1,0,0,12,4,5777.0,No
26163577800,Wayne,Michigan,5042,4842,34,25,9,0,73,59,2074,2022,1863,159,92.14,7.86,90300,90200,1804,7,8,0,19,2,5778.0,No
26163577900,Wayne,Michigan,4144,3984,30,15,5,0,46,64,1829,1770,1365,405,77.12,22.88,85300,85100,1328,3,5,0,16,2,5779.0,No
26163578000,Wayne,Michigan,2699,2523,43,5,12,1,60,55,1192,1150,705,445,61.3,38.7,92100,92100,681,5,1,0,6,0,5780.0,No
26163578500,Wayne,Michigan,5028,4610,56,28,54,1,145,134,2083,1985,1603,382,80.76,19.24,84000,84100,1513,6,7,0,27,17,5785.0,No
26163578600,Wayne,Michigan,5707,4772,509,52,84,3,112,175,2677,2514,1434,1080,57.04,42.96,72100,72300,1339,17,12,0,28,11,5786.0,No
26163579000,Wayne,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5790.0,No
26163579100,Wayne,Michigan,2777,2059,525,36,3,1,63,90,1217,1055,537,518,50.9,49.1,42200,41200,471,41,7,0,11,0,5791.0,No
26163579200,Wayne,Michigan,4059,3122,649,37,11,3,84,153,1711,1516,910,606,60.03,39.97,45800,44400,813,44,12,0,23,2,5792.0,No
26163579300,Wayne,Michigan,3081,33,2992,4,2,0,15,35,1152,1069,661,408,61.83,38.17,49600,49600,2,649,2,0,6,0,5793.0,No
26163579500,Wayne,Michigan,2103,1698,261,26,1,0,33,84,931,797,436,361,54.71,45.29,40000,40000,378,30,5,0,15,0,5795.0,No
26163579600,Wayne,Michigan,3732,67,3595,4,0,0,15,51,1561,1399,860,539,61.47,38.53,46700,46100,4,843,3,0,7,0,5796.0,No
26163579700,Wayne,Michigan,3352,2457,487,20,17,1,254,116,1478,1366,970,396,71.01,28.99,41600,44000,783,121,6,0,11,3,5797.0,No
26163579800,Wayne,Michigan,2042,1637,212,23,3,1,75,91,891,777,416,361,53.54,46.46,45300,45200,372,17,3,0,11,0,5798.0,No
26163580100,Wayne,Michigan,2463,2342,32,8,5,0,20,56,1059,1000,626,374,62.6,37.4,96500,95100,611,2,2,0,6,1,5801.0,No
26163580200,Wayne,Michigan,3223,3108,10,20,7,1,26,51,1293,1245,987,258,79.28,20.72,107000,107200,965,1,4,0,9,2,5802.0,No
26163580300,Wayne,Michigan,2934,2849,5,16,1,1,21,41,1250,1204,1022,182,84.88,15.12,94200,94000,1001,0,5,1,9,0,5803.0,No
26163580400,Wayne,Michigan,2743,2676,2,3,24,4,13,21,1172,1144,1068,76,93.36,6.64,112700,111600,1055,1,1,0,6,3,5804.0,No
26163580500,Wayne,Michigan,3084,3012,7,13,5,0,15,32,1375,1329,1173,156,88.26,11.74,118500,118400,1156,1,3,0,9,1,5805.0,No
26163580600,Wayne,Michigan,3334,3219,15,18,7,0,28,47,1446,1373,933,440,67.95,32.05,95800,96400,919,2,3,0,6,0,5806.0,No
26163580700,Wayne,Michigan,4112,3924,21,22,17,2,46,80,2130,2023,845,1178,41.77,58.23,115000,113200,815,2,6,0,11,3,5807.0,No
26163580800,Wayne,Michigan,1785,1701,9,11,8,0,8,48,757,719,453,266,63,37,111000,95200,440,2,3,0,6,1,5808.0,No
26163580900,Wayne,Michigan,4328,4145,45,25,18,0,25,70,1821,1779,1524,255,85.67,14.33,94400,94300,1490,1,8,0,14,7,5809.0,No
26163581100,Wayne,Michigan,3997,3563,189,30,108,0,44,63,1755,1669,934,735,55.96,44.04,120400,120800,904,1,2,0,9,12,5811.0,No
26163581200,Wayne,Michigan,3588,3277,88,20,158,2,13,30,1631,1580,909,671,57.53,42.47,137300,140900,869,10,2,0,5,18,5812.0,No
26163581500,Wayne,Michigan,2395,2318,3,9,13,0,25,27,1011,998,956,42,95.79,4.21,103200,102300,939,0,3,0,6,3,5815.0,No
