FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26163537100,Wayne County,Michigan,2501,0,2501,0,0,0,0,0,1172,821,496,325,60.41,39.59,7,452,0,0,11,0,79800,Yes,5371.0
26163537200,Wayne County,Michigan,781,48,733,0,0,0,0,0,555,356,268,88,75.28,24.72,5,172,0,0,4,1,74300,Yes,5372.0
26163537300,Wayne County,Michigan,3577,29,3521,0,0,0,0,27,1452,1035,608,427,58.74,41.26,11,556,0,0,10,2,74900,Yes,5373.0
26163537500,Wayne County,Michigan,3673,21,3652,0,0,0,0,0,1346,1062,635,427,59.79,40.21,8,630,2,0,9,0,89000,Yes,5375.0
26163537600,Wayne County,Michigan,3249,166,3083,0,0,0,0,0,1466,1147,819,328,71.4,28.6,18,771,2,0,7,0,92100,Yes,5376.0
26163537700,Wayne County,Michigan,3719,0,3705,9,0,0,0,5,1694,1351,817,534,60.47,39.53,12,569,1,0,13,1,87900,Yes,5377.0
26163537800,Wayne County,Michigan,2277,396,1881,0,0,0,0,0,1094,784,419,365,53.44,46.56,12,370,1,0,2,1,45900,Yes,5378.0
26163538100,Wayne County,Michigan,2188,258,1869,43,0,0,0,18,1028,942,795,147,84.39,15.61,122,562,0,0,10,3,145200,Yes,5381.0
26163538200,Wayne County,Michigan,1922,241,1637,0,0,0,0,44,801,726,710,16,97.8,2.2,107,551,0,0,11,1,338100,Yes,5382.0
26163538300,Wayne County,Michigan,2191,9,2066,12,0,0,104,0,2008,1174,289,885,24.62,75.38,21,134,1,0,1,0,306400,Yes,5383.0
26163538400,Wayne County,Michigan,3106,189,2888,13,0,0,0,16,1405,1187,1048,139,88.29,11.71,115,912,3,0,30,2,245000,Yes,5384.0
26163538500,Wayne County,Michigan,4885,14,4820,0,7,0,0,44,2515,2052,1228,824,59.84,40.16,8,1210,5,0,18,2,121500,Yes,5385.0
26163538600,Wayne County,Michigan,5298,35,4994,0,25,0,141,103,2096,1946,1625,321,83.5,16.5,9,1297,4,0,20,2,133500,Yes,5386.0
26163538700,Wayne County,Michigan,4066,17,3810,0,208,0,0,31,1629,1379,1006,373,72.95,27.05,5,903,0,0,7,1,93700,Yes,5387.0
26163538800,Wayne County,Michigan,1202,0,1185,0,0,0,0,17,702,622,435,187,69.94,30.06,3,398,0,0,2,3,106800,Yes,5388.0
26163538900,Wayne County,Michigan,3443,26,3394,0,0,0,11,12,1643,1466,995,471,67.87,32.13,11,889,4,0,14,2,109100,Yes,5389.0
26163539000,Wayne County,Michigan,3651,17,3593,0,17,0,0,24,1369,1090,854,236,78.35,21.65,4,709,2,0,15,3,77100,Yes,5390.0
26163539100,Wayne County,Michigan,2083,275,1795,0,0,0,0,13,869,734,559,175,76.16,23.84,1,453,1,1,10,0,63500,Yes,5391.0
26163539200,Wayne County,Michigan,4891,121,4770,0,0,0,0,0,2304,2179,1612,567,73.98,26.02,15,1303,3,0,19,5,96800,Yes,5392.0
26163539300,Wayne County,Michigan,3867,21,3812,0,0,0,34,0,1638,1394,1191,203,85.44,14.56,14,1104,2,0,11,1,122500,Yes,5393.0
26163539400,Wayne County,Michigan,3895,42,3765,0,0,0,29,59,1482,1418,1154,264,81.38,18.62,13,932,1,0,13,3,136500,Yes,5394.0
26163539500,Wayne County,Michigan,3185,27,3041,0,22,0,23,72,1359,1244,853,391,68.57,31.43,17,746,2,0,13,1,107400,Yes,5395.0
26163539600,Wayne County,Michigan,3189,47,3121,0,0,0,11,10,1366,1224,972,252,79.41,20.59,13,853,1,0,9,0,92200,Yes,5396.0
26163539700,Wayne County,Michigan,2206,13,2095,13,11,0,0,74,984,949,643,306,67.76,32.24,7,489,2,0,3,0,113000,Yes,5397.0
26163540100,Wayne County,Michigan,3160,14,3111,0,4,0,0,31,1515,1118,811,307,72.54,27.46,21,688,1,0,9,0,96100,Yes,5401.0
26163540200,Wayne County,Michigan,3474,16,3410,0,0,0,0,48,1759,1330,913,417,68.65,31.35,16,738,5,0,14,1,61300,Yes,5402.0
26163540300,Wayne County,Michigan,4173,11,4099,8,22,0,0,33,1735,1492,1030,462,69.03,30.97,11,978,2,0,11,2,89900,Yes,5403.0
26163540400,Wayne County,Michigan,2765,15,2750,0,0,0,0,0,1279,1177,691,486,58.71,41.29,20,560,0,1,4,1,98200,Yes,5404.0
26163540500,Wayne County,Michigan,3558,53,3493,0,0,0,12,0,1458,1306,1019,287,78.02,21.98,31,840,2,0,9,0,83000,Yes,5405.0
26163540600,Wayne County,Michigan,3199,95,3051,40,0,0,0,13,1490,1232,929,303,75.41,24.59,23,867,2,0,9,1,89600,Yes,5406.0
26163540700,Wayne County,Michigan,3484,51,3317,0,0,0,0,116,1437,1225,929,296,75.84,24.16,26,740,2,0,5,0,77800,Yes,5407.0
26163540800,Wayne County,Michigan,2236,76,2154,0,0,0,0,6,999,838,587,251,70.05,29.95,16,529,0,0,8,3,95600,Yes,5408.0
26163540900,Wayne County,Michigan,4086,165,3828,0,14,0,27,52,1480,1280,1077,203,84.14,15.86,26,981,3,0,12,1,105300,Yes,5409.0
26163541000,Wayne County,Michigan,3918,79,3723,10,0,0,0,106,1975,1397,682,715,48.82,51.18,23,649,3,0,8,2,86400,Yes,5410.0
26163541100,Wayne County,Michigan,4415,797,3500,0,0,0,0,118,1724,1195,637,558,53.31,46.69,28,634,4,0,8,3,81000,Yes,5411.0
26163541200,Wayne County,Michigan,2627,160,2421,12,0,0,0,34,1370,976,329,647,33.71,66.29,52,271,3,0,5,1,69200,Yes,5412.0
26163541300,Wayne County,Michigan,2762,678,2016,61,0,0,0,7,1143,930,647,283,69.57,30.43,232,320,3,0,7,4,88300,Yes,5413.0
26163541400,Wayne County,Michigan,2910,676,2209,0,0,0,0,25,1272,1051,714,337,67.94,32.06,168,449,1,0,4,1,84700,Yes,5414.0
26163541500,Wayne County,Michigan,4455,158,3870,7,0,0,0,420,1872,1613,940,673,58.28,41.72,41,841,3,0,12,0,122600,Yes,5415.0
26163541700,Wayne County,Michigan,1856,40,1816,0,0,0,0,0,1262,952,229,723,24.05,75.95,12,261,1,0,1,0,100100,Yes,5417.0
26163541800,Wayne County,Michigan,2336,322,1889,0,9,0,0,116,1312,982,705,277,71.79,28.21,203,352,0,0,12,1,102800,Yes,5418.0
26163542100,Wayne County,Michigan,4394,92,4185,77,0,0,10,30,1980,1799,1313,486,72.98,27.02,28,1105,4,0,16,0,98300,Yes,5421.0
26163542200,Wayne County,Michigan,4471,56,4415,0,0,0,0,0,1752,1550,1034,516,66.71,33.29,25,933,1,0,9,1,90000,Yes,5422.0
26163542300,Wayne County,Michigan,2459,11,2437,0,0,0,0,11,1212,900,434,466,48.22,51.78,14,412,1,0,6,0,88700,Yes,5423.0
26163542400,Wayne County,Michigan,2828,0,2828,0,0,0,0,0,1225,1002,600,402,59.88,40.12,13,545,1,0,13,2,96000,Yes,5424.0
26163542500,Wayne County,Michigan,2936,127,2790,0,0,0,0,19,1083,1046,961,85,91.87,8.13,38,684,4,0,13,1,144800,Yes,5425.0
26163542600,Wayne County,Michigan,3041,37,2963,0,9,0,25,7,1474,1150,783,367,68.09,31.91,2,687,0,0,12,0,97300,Yes,5426.0
26163542700,Wayne County,Michigan,1207,20,1187,0,0,0,0,0,558,435,266,169,61.15,38.85,8,169,2,0,1,0,50000,Yes,5427.0
26163542800,Wayne County,Michigan,2755,188,2515,32,0,0,0,20,1099,1037,930,107,89.68,10.32,34,736,0,0,9,1,112700,Yes,5428.0
26163542900,Wayne County,Michigan,3304,184,2928,0,55,0,0,137,1413,1263,1189,74,94.14,5.86,108,969,1,0,14,2,147700,Yes,5429.0
26163543000,Wayne County,Michigan,2024,295,1694,0,0,0,0,35,731,660,614,46,93.03,6.97,88,497,0,0,6,1,168700,Yes,5430.0
26163543100,Wayne County,Michigan,2575,225,2330,0,20,0,0,0,989,865,732,133,84.62,15.38,88,640,1,0,12,0,146200,Yes,5431.0
26163543200,Wayne County,Michigan,2827,127,2565,0,0,0,0,135,1323,998,730,268,73.15,26.85,35,684,0,0,9,4,89100,Yes,5432.0
26163543400,Wayne County,Michigan,3353,8,3241,7,9,0,0,88,1429,1332,851,481,63.89,36.11,35,782,2,0,10,2,98400,Yes,5434.0
26163543500,Wayne County,Michigan,2320,145,1989,0,73,0,0,113,923,758,231,527,30.47,69.53,46,189,1,0,8,1,81700,Yes,5435.0
26163543600,Wayne County,Michigan,1627,260,1314,0,0,0,0,53,1044,608,339,269,55.76,44.24,101,135,5,0,7,2,52800,Yes,5436.0
26163543700,Wayne County,Michigan,2646,43,2570,0,27,0,0,6,1110,734,257,477,35.01,64.99,65,242,3,0,3,0,81700,Yes,5437.0
26163543800,Wayne County,Michigan,1104,138,733,0,0,0,0,233,777,444,195,249,43.92,56.08,71,94,6,0,2,2,79000,Yes,5438.0
26163543900,Wayne County,Michigan,1058,180,688,0,0,0,0,190,656,397,107,290,26.95,73.05,41,58,0,0,2,1,80600,Yes,5439.0
26163544000,Wayne County,Michigan,2291,384,1852,23,32,0,0,0,1152,1036,654,382,63.13,36.87,90,422,2,0,7,0,86600,Yes,5440.0
26163544100,Wayne County,Michigan,1732,109,1623,0,0,0,0,0,1155,682,333,349,48.83,51.17,48,305,0,0,4,0,101500,Yes,5441.0
26163544200,Wayne County,Michigan,3385,227,2995,42,0,0,14,107,1521,1069,351,718,32.83,67.17,102,253,1,0,4,1,79200,Yes,5442.0
26163544300,Wayne County,Michigan,3443,1099,2299,10,0,0,0,35,1441,1123,679,444,60.46,39.54,260,252,3,0,11,5,77800,Yes,5443.0
26163545100,Wayne County,Michigan,1852,74,1724,0,0,0,0,54,862,597,303,294,50.75,49.25,23,251,1,0,9,0,88000,Yes,5451.0
26163545200,Wayne County,Michigan,3636,89,3547,0,0,0,0,0,1711,1278,756,522,59.15,40.85,18,577,1,0,7,0,63800,Yes,5452.0
26163545300,Wayne County,Michigan,2105,125,1972,0,0,0,0,8,1118,763,299,464,39.19,60.81,7,300,0,0,1,2,63800,Yes,5453.0
26163545400,Wayne County,Michigan,465,0,465,0,0,0,0,0,328,240,17,223,7.08,92.92,14,33,1,0,0,1,,Yes,5454.0
26163545500,Wayne County,Michigan,4176,1083,2932,23,27,0,33,78,1855,1490,657,833,44.09,55.91,270,375,2,0,15,9,82500,Yes,5455.0
26163545600,Wayne County,Michigan,4662,2954,1452,0,0,0,256,0,1732,1348,742,606,55.04,44.96,568,167,4,0,29,29,82400,Yes,5456.0
26163545700,Wayne County,Michigan,2337,1099,859,52,77,0,160,90,1137,813,619,194,76.14,23.86,376,140,0,1,11,24,85100,Yes,5457.0
26163545800,Wayne County,Michigan,4181,1526,2382,9,0,0,134,130,2094,1480,940,540,63.51,36.49,496,294,5,0,26,44,80100,Yes,5458.0
26163545900,Wayne County,Michigan,4298,1056,3084,25,0,0,10,123,1827,1371,897,474,65.43,34.57,269,492,5,0,19,15,85900,Yes,5459.0
26163546000,Wayne County,Michigan,4339,318,3911,0,27,0,16,67,1788,1374,697,677,50.73,49.27,112,536,2,1,10,5,77800,Yes,5460.0
26163546100,Wayne County,Michigan,4514,585,3840,0,0,0,0,89,1923,1611,961,650,59.65,40.35,193,618,4,0,18,5,67600,Yes,5461.0
26163546200,Wayne County,Michigan,3090,1094,1880,0,74,0,0,42,1239,1101,854,247,77.57,22.43,367,402,3,0,14,6,93900,Yes,5462.0
26163546300,Wayne County,Michigan,1457,142,1315,0,0,0,0,0,714,526,419,107,79.66,20.34,90,389,2,0,5,1,90300,Yes,5463.0
26163546400,Wayne County,Michigan,1842,19,1811,12,0,0,0,0,604,522,292,230,55.94,44.06,24,206,1,0,3,3,77000,Yes,5464.0
26163546500,Wayne County,Michigan,2161,77,2050,0,0,0,0,34,1115,923,482,441,52.22,47.78,33,440,1,0,5,0,93400,Yes,5465.0
26163546600,Wayne County,Michigan,2009,264,1734,0,0,0,0,11,1041,674,350,324,51.93,48.07,39,324,2,0,7,1,82000,Yes,5466.0
26163546700,Wayne County,Michigan,2970,174,2626,0,0,0,103,67,1460,1140,665,475,58.33,41.67,52,592,2,0,11,1,84500,Yes,5467.0
26163546800,Wayne County,Michigan,3526,191,3274,0,0,0,55,6,1782,1366,682,684,49.93,50.07,45,592,0,1,12,1,73600,Yes,5468.0
26163546900,Wayne County,Michigan,1405,43,1347,0,0,0,0,15,557,530,327,203,61.7,38.3,10,250,3,0,4,2,77000,Yes,5469.0
26163550100,Wayne County,Michigan,3849,3432,228,8,62,0,18,101,1600,1427,1033,394,72.39,27.61,1054,34,1,0,8,2,343900,No,5501.0
26163550200,Wayne County,Michigan,4582,3639,877,10,0,0,0,56,1868,1685,969,716,57.51,42.49,947,49,1,0,8,4,195100,No,5502.0
26163550300,Wayne County,Michigan,3324,3142,16,0,124,0,12,30,1153,1083,1037,46,95.75,4.25,1107,30,0,0,3,2,387000,No,5503.0
26163550400,Wayne County,Michigan,1629,1525,0,40,48,0,0,16,874,832,611,221,73.44,26.56,544,9,2,0,2,0,223000,No,5504.0
26163550500,Wayne County,Michigan,3849,3765,16,0,17,0,0,51,1469,1332,1198,134,89.94,10.06,1216,12,0,1,5,2,345100,No,5505.0
26163550600,Wayne County,Michigan,2517,2517,0,0,0,0,0,0,1046,967,934,33,96.59,3.41,912,5,1,0,2,1,579000,No,5506.0
26163550700,Wayne County,Michigan,5695,5421,0,0,101,0,118,55,2190,2079,2046,33,98.41,1.59,1916,22,3,0,9,0,265500,No,5507.0
26163550800,Wayne County,Michigan,1349,1327,0,0,8,0,0,14,710,626,604,22,96.49,3.51,587,11,0,0,1,0,331000,No,5508.0
26163550900,Wayne County,Michigan,2905,2648,28,0,220,0,9,0,1164,1063,1038,25,97.65,2.35,1055,16,2,0,7,0,486200,No,5509.0
26163551100,Wayne County,Michigan,4931,4852,79,0,0,0,0,0,1972,1910,1866,44,97.7,2.3,1735,13,1,0,8,2,308200,No,5511.0
26163551200,Wayne County,Michigan,3917,3664,138,0,34,0,0,81,1641,1561,1460,101,93.53,6.47,1350,44,0,0,22,2,190700,No,5512.0
26163551300,Wayne County,Michigan,3799,2902,859,0,10,0,9,19,1940,1681,1215,466,72.28,27.72,964,200,1,0,9,5,121000,No,5513.0
26163551400,Wayne County,Michigan,3967,1963,1884,0,44,0,13,63,1860,1688,1171,517,69.37,30.63,760,356,1,1,13,3,117100,No,5514.0
26163551500,Wayne County,Michigan,2574,1454,1092,9,8,11,0,0,970,898,784,114,87.31,12.69,506,263,1,0,3,3,124300,No,5515.0
26163551600,Wayne County,Michigan,3956,2183,1589,65,37,0,52,30,1634,1410,1103,307,78.23,21.77,709,277,1,0,16,3,87100,No,5516.0
26163551700,Wayne County,Michigan,3641,3545,29,0,23,0,23,21,1380,1336,1321,15,98.88,1.12,1236,15,0,0,5,2,291100,No,5517.0
26163551800,Wayne County,Michigan,3868,3425,305,0,85,19,0,34,1588,1415,1222,193,86.36,13.64,1236,16,3,0,6,0,182700,No,5518.0
26163552000,Wayne County,Michigan,2948,1723,139,0,868,0,87,131,1184,989,691,298,69.87,30.13,409,22,1,0,14,2,87200,No,5520.0
26163552100,Wayne County,Michigan,4841,2200,1630,0,972,0,39,0,1956,1580,731,849,46.27,53.73,434,74,5,1,16,2,71700,No,5521.0
26163552200,Wayne County,Michigan,3322,2062,229,117,695,0,41,178,1556,1003,688,315,68.59,31.41,590,14,2,0,19,0,83100,No,5522.0
26163552300,Wayne County,Michigan,3857,2381,340,0,1083,0,24,29,1547,1160,607,553,52.33,47.67,341,25,6,0,21,2,71400,No,5523.0
26163552400,Wayne County,Michigan,2502,1133,1055,0,263,0,0,51,925,698,388,310,55.59,44.41,224,86,1,0,16,2,70700,No,5524.0
26163552800,Wayne County,Michigan,5124,3469,1359,36,109,0,7,144,1775,1347,540,807,40.09,59.91,428,31,2,0,40,4,60600,No,5528.0
26163553000,Wayne County,Michigan,1115,28,1063,0,0,0,24,0,725,503,157,346,31.21,68.79,6,133,0,0,4,0,59800,No,5530.0
26163553100,Wayne County,Michigan,2543,154,2367,0,0,0,0,22,1084,708,478,230,67.51,32.49,30,341,0,0,5,2,79800,No,5531.0
26163553200,Wayne County,Michigan,1120,0,1120,0,0,0,0,0,783,487,165,322,33.88,66.12,3,145,0,0,1,1,42800,No,5532.0
26163553300,Wayne County,Michigan,1204,16,1147,0,10,0,31,0,1009,640,165,475,25.78,74.22,2,132,1,0,4,0,45000,No,5533.0
26163553400,Wayne County,Michigan,2245,15,2216,0,0,0,0,14,1398,1189,65,1124,5.47,94.53,3,54,0,0,1,1,65900,No,5534.0
26163553600,Wayne County,Michigan,2620,291,2257,0,0,0,60,12,1277,866,607,259,70.09,29.91,39,482,1,0,5,5,72400,No,5536.0
26163553800,Wayne County,Michigan,1867,30,1680,79,0,0,0,78,1173,649,358,291,55.16,44.84,3,298,0,0,9,2,64300,No,5538.0
26163554100,Wayne County,Michigan,3827,3438,374,0,0,0,9,6,1724,1510,1233,277,81.66,18.34,1090,148,11,0,25,5,98500,No,5541.0
26163554200,Wayne County,Michigan,3468,2834,592,19,0,0,11,12,1499,1344,1072,272,79.76,20.24,846,101,6,0,14,1,112500,No,5542.0
26163554300,Wayne County,Michigan,4882,4216,404,33,91,0,0,138,2150,1972,1852,120,93.91,6.09,1572,143,6,0,15,8,111700,No,5543.0
26163554400,Wayne County,Michigan,4065,2903,1067,0,0,0,71,24,1482,1252,1028,224,82.11,17.89,750,130,7,0,7,4,106000,No,5544.0
26163554500,Wayne County,Michigan,2846,2159,523,18,10,0,66,70,1304,1122,806,316,71.84,28.16,665,74,5,1,7,3,95400,No,5545.0
26163554600,Wayne County,Michigan,3652,3228,158,21,32,0,93,120,1571,1475,1416,59,96,4,1203,76,5,1,18,6,128800,No,5546.0
26163554700,Wayne County,Michigan,2621,2327,246,0,8,12,0,28,1067,980,830,150,84.69,15.31,763,88,3,0,3,0,146500,No,5547.0
26163554800,Wayne County,Michigan,3635,1830,1659,4,16,0,0,126,1546,1423,1185,238,83.27,16.73,705,512,1,0,9,4,151600,No,5548.0
26163554900,Wayne County,Michigan,3153,1895,1058,16,29,0,74,81,1413,1231,1144,87,92.93,7.07,768,341,3,0,16,11,119600,No,5549.0
26163555100,Wayne County,Michigan,4890,3959,724,0,17,0,61,129,1908,1829,1712,117,93.6,6.4,1353,156,2,0,17,8,114500,No,5551.0
26163555300,Wayne County,Michigan,3530,1785,1659,0,10,0,37,39,1345,1257,1146,111,91.17,8.83,677,321,5,0,9,10,111600,No,5553.0
26163555400,Wayne County,Michigan,2681,627,1899,0,60,0,0,95,1139,945,896,49,94.81,5.19,264,592,2,0,18,7,133800,No,5554.0
26163555500,Wayne County,Michigan,3155,2003,1035,14,11,0,55,37,1365,1333,1110,223,83.27,16.73,650,364,4,0,19,7,131700,No,5555.0
26163555600,Wayne County,Michigan,2717,2075,565,0,13,0,40,24,1183,1183,1095,88,92.56,7.44,816,158,2,0,15,4,127000,No,5556.0
26163556100,Wayne County,Michigan,3775,3047,258,0,133,0,0,337,1398,1338,1099,239,82.14,17.86,1058,36,7,0,10,1,132700,No,5561.0
26163556200,Wayne County,Michigan,2892,2451,100,0,314,0,0,27,1478,1423,806,617,56.64,43.36,693,34,0,0,2,0,186700,No,5562.0
26163556300,Wayne County,Michigan,2987,2532,103,26,280,0,0,46,1391,1332,1003,329,75.3,24.7,1026,28,1,0,9,3,173300,No,5563.0
26163556400,Wayne County,Michigan,4434,4209,42,19,145,0,0,19,1664,1586,1395,191,87.96,12.04,1332,27,1,0,11,5,286100,No,5564.0
26163556500,Wayne County,Michigan,2206,1948,55,0,122,0,24,57,1104,1053,812,241,77.11,22.89,867,24,0,0,7,1,216000,No,5565.0
26163556600,Wayne County,Michigan,3535,3492,28,7,8,0,0,0,1292,1235,1195,40,96.76,3.24,1228,9,3,0,9,2,248700,No,5566.0
26163556700,Wayne County,Michigan,2518,2418,0,0,60,0,9,31,1008,977,836,141,85.57,14.43,869,5,0,0,2,2,235700,No,5567.0
26163556800,Wayne County,Michigan,2090,2046,30,0,14,0,0,0,678,678,601,77,88.64,11.36,621,5,0,0,3,4,204500,No,5568.0
26163556900,Wayne County,Michigan,3897,3572,75,0,236,0,0,14,1404,1393,1331,62,95.55,4.45,1201,26,3,0,6,3,174900,No,5569.0
26163557000,Wayne County,Michigan,3050,2545,348,14,119,0,12,12,1291,1245,822,423,66.02,33.98,826,13,3,0,4,3,150700,No,5570.0
26163557100,Wayne County,Michigan,2932,2430,233,0,259,0,0,10,1044,1009,898,111,89,11,740,17,1,0,7,4,187300,No,5571.0
26163557200,Wayne County,Michigan,1770,1723,0,27,12,0,0,8,773,653,618,35,94.64,5.36,652,5,3,0,3,2,190200,No,5572.0
26163557300,Wayne County,Michigan,2265,2152,36,0,77,0,0,0,863,829,810,19,97.71,2.29,737,11,1,0,1,3,197000,No,5573.0
26163557400,Wayne County,Michigan,3535,3417,0,0,79,0,0,39,1280,1280,1275,5,99.61,0.39,1216,2,3,0,1,4,229000,No,5574.0
26163557500,Wayne County,Michigan,3864,3725,0,17,70,0,24,28,1424,1424,1415,9,99.37,0.63,1374,5,0,0,6,2,221900,No,5575.0
26163557600,Wayne County,Michigan,3217,3129,0,0,88,0,0,0,1217,1143,1061,82,92.83,7.17,1104,8,3,0,7,2,237400,No,5576.0
26163557700,Wayne County,Michigan,4427,4352,17,0,44,0,0,14,1805,1777,1668,109,93.87,6.13,1649,8,4,0,10,5,192900,No,5577.0
26163557900,Wayne County,Michigan,5348,4920,169,0,259,0,0,0,1867,1833,1656,177,90.34,9.66,1638,8,5,0,13,3,203300,No,5579.0
26163558000,Wayne County,Michigan,4411,4206,13,0,108,0,46,38,1707,1670,1497,173,89.64,10.36,1500,13,3,0,12,3,173700,No,5580.0
26163558100,Wayne County,Michigan,3723,3618,65,0,40,0,0,0,1409,1391,1289,102,92.67,7.33,1155,27,0,0,8,3,185700,No,5581.0
26163558200,Wayne County,Michigan,4368,3912,206,13,182,0,20,35,1773,1667,1310,357,78.58,21.42,1333,62,3,0,20,7,173800,No,5582.0
26163558300,Wayne County,Michigan,1751,1410,60,0,0,0,36,245,846,773,603,170,78.01,21.99,553,13,5,0,5,2,133900,No,5583.0
26163558400,Wayne County,Michigan,3829,3343,283,0,172,0,0,31,1627,1530,1263,267,82.55,17.45,1230,15,0,1,9,3,186900,No,5584.0
26163558500,Wayne County,Michigan,4200,3974,39,0,47,0,0,140,1626,1584,1436,148,90.66,9.34,1411,13,4,0,11,2,170100,No,5585.0
26163558600,Wayne County,Michigan,2125,2024,18,0,53,0,0,30,819,812,681,131,83.87,16.13,678,5,1,1,10,0,193600,No,5586.0
26163558700,Wayne County,Michigan,2714,2575,26,0,0,0,64,49,1106,1077,1016,61,94.34,5.66,942,2,2,0,5,1,171400,No,5587.0
26163558800,Wayne County,Michigan,2765,2543,0,0,91,0,131,0,1143,1080,1064,16,98.52,1.48,1033,6,2,0,8,2,159700,No,5588.0
26163558900,Wayne County,Michigan,1689,1568,0,0,32,0,9,80,778,692,675,17,97.54,2.46,654,13,1,0,3,2,156600,No,5589.0
26163559000,Wayne County,Michigan,2629,2424,67,19,26,0,0,93,1100,997,975,22,97.79,2.21,938,6,1,1,11,2,153300,No,5590.0
26163559100,Wayne County,Michigan,2659,2420,55,0,49,0,0,135,1067,986,933,53,94.62,5.38,880,17,1,0,4,3,136800,No,5591.0
26163559200,Wayne County,Michigan,2310,2147,113,14,0,0,0,36,857,789,734,55,93.03,6.97,743,13,0,0,11,1,154100,No,5592.0
26163560100,Wayne County,Michigan,2765,2606,30,13,79,0,0,37,1431,1301,854,447,65.64,34.36,784,2,1,0,6,2,283000,No,5601.0
26163560200,Wayne County,Michigan,5024,4209,234,0,478,27,44,32,2713,2451,1147,1304,46.8,53.2,1264,16,0,0,11,5,189400,No,5602.0
26163560300,Wayne County,Michigan,3565,2733,277,4,542,0,0,9,1441,1324,974,350,73.56,26.44,966,6,1,0,4,1,299500,No,5603.0
26163560400,Wayne County,Michigan,5314,5049,27,0,231,0,0,7,2503,2259,1863,396,82.47,17.53,2011,18,3,1,8,3,286500,No,5604.0
26163561200,Wayne County,Michigan,5921,3879,749,54,902,0,0,337,1819,1724,1585,139,91.94,8.06,1323,66,3,0,17,0,411700,No,5612.0
26163561300,Wayne County,Michigan,7450,6168,80,16,801,0,226,159,2415,2365,2270,95,95.98,4.02,2265,65,3,0,17,6,523600,No,5613.0
26163561600,Wayne County,Michigan,4013,3888,56,0,33,0,0,36,1832,1686,1083,603,64.23,35.77,1202,3,4,0,3,3,216500,No,5616.0
26163561700,Wayne County,Michigan,2001,1850,30,0,24,0,15,82,813,747,676,71,90.5,9.5,754,16,3,0,11,5,39200,No,5617.0
26163561900,Wayne County,Michigan,7247,6257,270,13,523,0,70,114,2426,2373,2299,74,96.88,3.12,2162,55,4,0,15,5,379300,No,5619.0
26163562300,Wayne County,Michigan,2107,1954,0,20,122,0,0,11,886,836,697,139,83.37,16.63,674,11,2,1,3,0,359200,No,5623.0
26163562400,Wayne County,Michigan,5693,5346,66,0,170,0,17,94,1974,1974,1798,176,91.08,8.92,1819,17,4,0,9,4,284300,No,5624.0
26163562500,Wayne County,Michigan,1960,1875,51,0,17,0,0,17,1095,1031,575,456,55.77,44.23,404,4,1,0,1,1,159600,No,5625.0
26163562600,Wayne County,Michigan,3745,3730,0,0,15,0,0,0,1657,1586,1115,471,70.3,29.7,1156,4,3,0,4,3,232600,No,5626.0
26163562700,Wayne County,Michigan,3431,3374,6,0,37,0,0,14,1685,1511,1106,405,73.2,26.8,1127,2,4,1,9,1,223000,No,5627.0
26163562800,Wayne County,Michigan,3366,3146,0,0,42,0,20,158,1542,1424,1119,305,78.58,21.42,1073,3,0,0,7,4,187900,No,5628.0
26163562900,Wayne County,Michigan,3234,3085,30,0,64,0,0,55,1548,1467,1198,269,81.66,18.34,1174,6,7,0,14,1,180300,No,5629.0
26163563200,Wayne County,Michigan,3394,2263,752,0,263,0,0,116,1344,1190,480,710,40.34,59.66,458,9,2,0,4,1,169400,No,5632.0
26163563300,Wayne County,Michigan,3125,2225,534,0,237,0,4,125,1291,1236,556,680,44.98,55.02,522,7,0,0,6,1,212200,No,5633.0
26163563400,Wayne County,Michigan,4983,4563,162,9,107,0,16,126,1749,1668,1414,254,84.77,15.23,1395,34,3,0,10,1,214400,No,5634.0
26163563500,Wayne County,Michigan,6044,4897,224,0,704,0,135,84,1887,1874,1837,37,98.03,1.97,1647,49,0,2,16,5,251500,No,5635.0
26163563600,Wayne County,Michigan,2028,1727,53,0,126,0,12,110,725,645,622,23,96.43,3.57,595,23,2,0,5,2,219700,No,5636.0
26163563700,Wayne County,Michigan,1694,1248,225,26,126,0,23,46,591,591,404,187,68.36,31.64,408,23,0,0,1,1,197800,No,5637.0
26163563800,Wayne County,Michigan,2972,2478,214,0,206,0,0,74,1071,1036,851,185,82.14,17.86,754,22,4,0,15,3,192100,No,5638.0
26163563900,Wayne County,Michigan,2479,1761,174,8,529,0,7,0,929,873,714,159,81.79,18.21,592,33,1,0,10,0,207300,No,5639.0
26163564000,Wayne County,Michigan,1739,1335,156,26,166,0,0,56,1144,999,376,623,37.64,62.36,367,5,1,0,1,0,40000,No,5640.0
