TRACTA,GISJOIN_y,Year,State Name,County Name,Geo_name,GISJOIN2,Total_Population,Total_Pop_White,Total_Pop_Black,Total_Pop_American_Indian,Total_Pop_Asian_Pacific_Islander,Total_Pop_Other,Percent_Pop_White,Percent_Pop_Black,Percent_Pop_American_Indian,Percent_Pop_Asian_Pacific_Islander,Percent_Pop_Other,Owner_Occupied_Housing_Units,Renter_Occupied_Housing_Units,Percent_Owner_Occupied_Housing_Units,Percent_Renter_Occupied_Housing_Units,Median_Owner_Costs_With_Mortgage,Median_Owner_Costs_Not_Mortgaged,Tract_numeric,In city of Detroit?,Owner occupied,Renter occupied,"American Indian, Eskimo, and Aleut",Asian and Pacific Islander,Owner occupied >> White,Owner occupied >> Black,"Owner occupied >> American Indian, Eskimo, and Aleut",Owner occupied >> Asian and Pacific Islander,Owner occupied >> Other,Renter occupied >> White,Renter occupied >> Black,"Renter occupied >> American Indian, Eskimo, and Aleut",Renter occupied >> Asian and Pacific Islander,Renter occupied >> Other,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$49,999","$50,000-$79,999","$80,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000 or more",Median value,% Black OO units
205604,G2600990205604,1980,Michigan,Macomb,Census Tract 2056.4,2600990205604,2902,2852,15,3,18,14,98.28,0.52,0.1,0.62,0.48,688,52,92.97,7.03,654,234,2056.4,No,688,52,0,5,677,0,0,5,0,51,0,0,0,0,0,1,0,0,2,4,5,19,103,114,364,24,3,109821,0.0
205701,G2600990205701,1980,Michigan,Macomb,Census Tract 2057.1,2600990205701,5206,5160,2,9,17,18,99.12,0.04,0.17,0.33,0.35,1290,353,78.51,21.49,408,185,2057.1,No,1290,353,4,3,1282,0,0,0,3,347,0,0,0,3,3,3,4,19,38,45,76,256,612,111,30,4,0,57672,0.0
205703,G2600990205703,1980,Michigan,Macomb,Census Tract 2057.3,2600990205703,3700,3533,82,34,23,28,95.49,2.22,0.92,0.62,0.76,727,579,55.67,44.33,384,163,2057.3,No,727,579,10,7,722,0,2,2,1,530,30,8,5,6,2,9,8,27,42,45,59,222,258,5,5,0,0,46712,0.0
205704,G2600990205704,1980,Michigan,Macomb,Census Tract 2057.4,2600990205704,3310,3209,41,15,33,12,96.95,1.24,0.45,1,0.36,652,488,57.19,42.81,368,166,2057.4,No,652,488,3,7,647,0,0,1,0,460,16,0,6,0,5,5,6,31,40,67,74,200,175,6,3,3,0,43975,0.0
205802,G2600990205802,1980,Michigan,Macomb,Census Tract 2058.2,2600990205802,3452,3423,0,3,17,9,99.16,0,0.09,0.49,0.26,800,126,86.39,13.61,483,227,2058.2,No,800,126,1,3,796,0,0,0,0,123,0,0,0,0,1,0,1,14,8,14,12,32,253,268,143,2,0,82910,0.0
205804,G2600990205804,1980,Michigan,Macomb,Census Tract 2058.4,2600990205804,3731,3710,4,5,1,11,99.44,0.11,0.13,0.03,0.29,982,0,100,0,508,251,2058.4,No,973,9,1,1,967,0,0,0,0,9,0,0,0,0,0,1,0,2,1,6,4,17,272,288,319,16,1,91146,0.0
205805,G2600990205805,1980,Michigan,Macomb,Census Tract 2058.5,2600990205805,3650,3593,4,8,21,24,98.44,0.11,0.22,0.58,0.66,929,39,95.97,4.03,547,230,2058.5,No,934,25,2,6,922,0,0,6,0,23,0,0,0,0,0,0,1,2,1,1,8,27,255,204,272,30,4,90539,0.0
205806,G2600990205806,1980,Michigan,Macomb,Census Tract 2058.6,2600990205806,4333,4290,4,15,11,13,99.01,0.09,0.35,0.25,0.3,1107,59,94.94,5.06,459,224,2058.6,No,1102,73,4,2,1093,0,0,0,0,72,0,0,0,0,1,1,1,4,5,9,14,74,498,231,190,16,1,74910,0.0
205807,G2600990205807,1980,Michigan,Macomb,Census Tract 2058.7,2600990205807,2408,2361,6,13,25,3,98.05,0.25,0.54,1.04,0.12,639,88,87.9,12.1,427,206,2058.7,No,632,78,3,4,622,0,0,0,0,78,0,0,0,0,0,3,2,6,7,15,21,70,324,62,81,10,0,66343,0.0
205808,G2600990205808,1980,Michigan,Macomb,Census Tract 2058.8,2600990205808,2097,2059,4,1,31,2,98.19,0.19,0.05,1.48,0.1,496,36,93.23,6.77,624,242,2058.8,No,503,46,0,7,494,0,0,7,0,46,0,0,0,0,0,2,4,3,4,13,5,31,108,45,158,59,2,100633,0.0
205901,G2600990205901,1980,Michigan,Macomb,Census Tract 2059.1,2600990205901,3047,3013,9,5,7,13,98.88,0.3,0.16,0.23,0.43,745,152,83.05,16.95,505,236,2059.1,No,745,152,0,2,745,0,0,0,0,146,0,0,0,0,2,0,3,3,7,10,12,49,258,172,103,12,5,76977,0.0
205902,G2600990205902,1980,Michigan,Macomb,Census Tract 2059.2,2600990205902,5590,5550,3,12,18,7,99.28,0.05,0.21,0.32,0.13,1415,245,85.24,14.76,551,233,2059.2,No,1415,245,4,3,1405,0,0,0,4,242,0,0,0,1,8,4,6,11,20,23,43,103,379,208,352,29,6,79921,0.0
2060,G26009902060,1980,Michigan,Macomb,Census Tract 2060,2600990206000,3121,3094,0,9,2,16,99.13,0,0.29,0.06,0.51,783,136,85.2,14.8,407,207,2060.0,No,783,136,2,0,778,0,0,0,0,135,0,0,0,0,2,8,8,17,18,25,34,79,230,56,24,5,2,58217,0.0
2061,G26009902061,1980,Michigan,Macomb,Census Tract 2061,2600990206100,1871,1082,705,15,4,65,57.83,37.68,0.8,0.21,3.47,452,107,80.86,19.14,310,164,2061.0,No,452,107,5,1,274,163,4,0,0,79,25,1,0,0,7,26,29,69,59,52,39,37,18,0,0,0,0,28136,36.06194690265487
